listingValue,review_title,review_title_url,review_comment,review_date,review_user,review_user_url,review_rating,remove
,Another Great DreamWorks film!,https://www.imdb.com/review/rw5186277/?ref_=tt_urv,"That's right, DreamWorks is back with another animated film this year, the first being How to Train Your Dragon: the Hidden World, this time they are partnered with Pearl Animation, it is directed by Jill Culton and has been genuinely positive in terms of reviews and ratings, as expected the US got the film released before us, just like Smallfoot.., which is strange because they are both about yetis and they were released near each other, in both the US and UK..., how odd, anyways!, the trailers for the film looked cute and it has potential, otherwise it would look like a bland looking version of Smallfoot, it was released on the 12th of October in the UK and I manage to watch the film the day after that, so basically I saw it yesterday and.... I really liked it!, it's not perfect of course, so let's talk about it.
Yi is a teenager who is always busy and never has time for her family, especially after her Dad passed away, she has always played his violin that always calm Yi down and has always been a part of her life, however she discovers that there is a yeti on her roof, one that has escaped from a lab that belongs to a billionaire who wants the yeti captured, however Yi releases that this yeti is magical and must return him to the Himalayas, Everest, which is what she names the yeti, she is accompanied by Jin and his cousin Peng who join her on their journey to take Everest back to where he belongs, we have seen this plot plenty of times before about a character trying to take this creature back to where it belongs without getting caught by anyone, this has been done in How to Train Your Dragon, Iron Giant and so much more, you know what's going to happen and it'll eventually get a happy ending, which makes this plot very predicable from top to bottom, not only that but the humour is a bit hit and miss, using the lowest form of comedy like burping and bottom jokes, the script is also just using generic lines that we have heard so many times before, however despite all that, this film is still worth a while, it has a plot that we have seen before, but at least it has heart to it and it has a nice story that is decently well executed, along with nice touching scenes and half-way funny comedy also, atleast Culton and the writers care about what they are making, even if it's been done to death so many times, It also has a nice message about spending more time with your family then always being constantly busy, so all in all, it's a mixed bag, pros: it has a decent story with good heart, nice message and mostly funny comedy, cons: it's a very predicable yet generic plot with toilet humour that is still not all that funny, but at the very least the director and writers care about the film they are making.
The animation is very beautiful as always, DreamWorks always put effort in their animation, but here with Pearl, it still looks strong... for the most part, the backgrounds look stunning and beautiful, the character design and animation looks well done, Everest looks so adorable also, when it comes to Everest using his magic, the film gets very creative and colourful also, so overall, it looks amazing, it still has that DreamWorks touch to it along with some help from Pearl also, however despite how much effort has been put in, there are still a few things that may need to put better detail to, the character designs are nice for the most part, but they look pretty bland and basic, looks like something that belongs in a Netflix film or something, nothing wrong with their designs, they look too average and basic for my viewing, the rendering also feels a bit like a Netflix film also, it doesn't really have that DreamWorks quality to it, but besides that, the animation is truly a stunning and visually spectacular view to behold.
The characters are surprisingly likeable and not annoying, well most of them anyways, Yi may seem like a teenager with a dead parent issue, but she is a very endearing, likeable, funny and relatable main character, you do feel for her and her loss, I really enjoyed her throughout the film, Everest is easily the best character in the film, he is funny, adorable, entertaining and his whole character and what he can do is very interesting, easily my favourite character in this film with Yi second, Mr. Burnish (Eddie Izzard) is also pretty entertaining and there is also more to him then just some villain, Dr. Zara (Sarah Paulson) is also a very entertaining character and just like Mr. Burnish, there is a little more to her then what she already is, which in this case is pretty obvious, Jin is okay, he never did that much for me, he did start off as a bit unlikeable and is the ""one who likes social media and his looks then other people"" type of character which always annoys, but he was pleasant and likeable enough to make me care about him, Peng is Jin's cousin who is the comic relief, he was the weakest character here, he was somewhat annoying and since he is a overweight character, there was a few jokes of him eating, however his friendship with Everest is actually quite strong and I did enjoy that part of Peng when he's not trying to be funny, the voice acting is pretty good coming from everyone, Chloe Bennet is really great as Yi, getting into character and sounding very convincing as a voice actress, same can be said with Albert Tsai as Peng, Tenzing Norgay Trainor as Jin and Joseph Izzo as Everest, however I was really surprised by Eddie Izzard and Sarah Paulson as Mr. Burnish and Dr. Zara, both were entertaining in their performances and both fitted their characters very well, so they both had the best acting in the film, with characters that can carry a film with strong performances likability and good comedy, it shows that they will be very memorable..... for the most part.
I would also like to mention the score by Rupert-Gregson Williams is amazing as always, so lovely to listen to, along with a decent song from Bebe Rexha called ""Beautiful Life"".
Well DreamWorks...., I'm glad you are still going strong, you may of made some rubbish, but I'm glad you are still making films, Abominable is another strong enjoyable and heartfelt film from the company, with it's decently well told story, good comedy, stunning animation, memorable characters, great voice acting and wonderful music, however it is pretty basic and predicable in terms of plot and humour, while stunning, it can look a bit Netflix-y and Peng wasn't very funny, however despite all that, it is still a great film and I do recommend it to DreamWorks fans, families and kids also, I do prefer Smallfoot over this, but I did really enjoy this film a lot and while it may not be amazing as some of DreamWorks' other films, it is certainly then like Trolls, Boss Baby, Home and all that, oh and speaking of Trolls......, that's the next DreamWorks film that'll be coming out early 2020........ hooooooooraaaaaay....
I'm going to give Abominable 8.8/10.",13-Oct-19,masonrobledo,https://www.imdb.com/user/ur68925761/?ref_=tt_urv,10ค๋8ค้,1
,Abominable,https://www.imdb.com/review/rw5194071/?ref_=tt_urv,"Abominable 2019 U director: Jill Cullton starring: Chloe Bennet,Sarah Paulson, Albert tsai,Tenzing Norgay trainor,Joseph Izzo,Eddie Izzard
overall rating 97/100
Abominable is based on a hard working girl called Yi ( Chloe Bennet) who is distant from her family due to the death of her father which gave her passion of the violin to her. When she discovers a yeti on her roof she must embark on the journey of a lifetime bringing the yeti back to wear it belongs at everest but they must try and do this whilst trying to get away from people who want to put the yeti on the display to the public. Wow Abominable is one of the best animated movies i have ever seen it was truly remarkable and incredible lets talk about why this is.
First of all i have to start of with the jaw dropping animation. Wow this is easily some of the best animation i have ever seen. It really deserves a oscar nomination. As this films visuals were absolutely stunning. The imagery that they managed to create was so beautiful,imaginative and different to any other film. You could really just get lost in this amazing world that is presented to you within the film. My key highlights would be whenever everist got to show off his powers. The way his fur glowed light blue and the power over nature he had was just phenomenal to watch.
Next the film had a really good themes that could really make a lot of audience members connect and relate to the main character. Because Yis father had passed away she had become distant from her mother and grandma. I think this is how a lot of people grieve and the directors did a fantastic job at portraying this. And to see her character development and journey with making peace with her fathers death was just truly amazing and when she reconnected with her family at the end it was very sweet. And Yi as a main character was fantastic. She was funny and relatable. Someone good to look up to for younger kids as she was a hard worker as well who wouldn't stop until she got what she wanted.
Next the film had many heartwarming moments. The film as expected really pulled on your heartstrings as Yi struggles to let go and come to terms with her fathers death. There was some really beautiful moments in the film that nearly got me on a few occasions. The films soundtrack also definitely added emotional weight to these scenes. The use of coldplays fix you was perfect for the content being shown to us. Plus i thought the use of the violin was really beautiful in this film. Its such a lovely sounding instrument. And there was one particular scene when Yi was standing on a statue in the forest that just gave me goosebumps.
The only thing slightly negative i would say about it is that the film was formulaic. The film did have a very familiar formula that has been used in a fair amount of animated movies. A lost creature of monster needing to find his way home but people want to stop them from doing this did feel fairly reused from past plots of films. But the film has so many amazing moments that i almost forgot about it towards the end.
Now time for my final two positives. First of all the film was hilarious. The film had very good repeated humour that worked every time they used the joke which some films don't do well. But this was executed really well. And the interactions between everist and Yi and her friends were very funny and sweet to watch especially with Jin ( tenzing norgay trainor).
And finally the film had so many likeable and good characters. First of all we have to talk about everist or the abominable snowman. He bought a lot the humour and stunning visuals to life within the film and plus he was adorable to look at as well. And despite it being obvious it was going to happen it was still lovely to see everist reunited with his family at the end. Next Eddy Izzard pit a delightfully camp voice performance for the interesting character of Burnish. At first i thought he was not going to be a great villain. But i loved the character arc that was incorporated for his character as he came to the realisation that the abominable snowman needed to be protected not caught it was a great turning point in the film and for his character who became one of my favourites. But also Sarah paulson was fantastic as the villain Dr zara as well. She was a really great villain. And the director managed to fool me into thinking she was the good guy until it was revealed otherwise. And she was a ruthless villian who would stop at nothing to capture the abominable snowman. This led to some dramatic moments and entertaining action sequences.
Overall Abominable is one of the best animated films i have ever seen. And i am at awe at how far animation has come over the year.",17-Oct-19,rnixon-15663,https://www.imdb.com/user/ur101128147/?ref_=tt_urv,10ค๋9ค้,1
,One Of The Most Beautiful Looking Animated Films Ever,https://www.imdb.com/review/rw5190776/?ref_=tt_urv,"Abominable is about a yeti who escaped a testing facility and meets this girl who wants to bring him back to his homeland. the only thing standing in their way is the training facility. I becomes a race to see who can get the yeti first.
Abominable is a fun and action filled film. I enjoyed watching this movie. It wasn't perfect by any means but it was a good film. The things I liked was mainly, how it looked. Most of the scenes looked pretty real. All the things they visited were almost picture perfect. The only problem I had with the animation was sometimes the people would move a little blocky. Other wise the animation was spectacular. Another thing I liked was the comedy. They aimed towards adults and kids with the comedy. I loved that about this film. Also, they sold the story to me. I felt invested the whole time. The villain was a little week at some points but she didn't have to be spot on. The only there thing I didn't really like was how it was a little farfetched. Once you see the movie you will probably know what I was talking about.
Overall, Abominable was a fun, action packed film for the whole family. I would recommend to watch this in the theaters.",15-Oct-19,MovieBuff11732,https://www.imdb.com/user/ur87125724/?ref_=tt_urv,10ค๋8ค้,1
,Far from abominable!,https://www.imdb.com/review/rw5185385/?ref_=tt_urv,"Loved everything about this movie. Took my 9 year old with me and she loved it too. Made me laugh and cry. Toddler or pensioner, you'll love it!",13-Oct-19,naomimuldrew27,https://www.imdb.com/user/ur39850914/?ref_=tt_urv,10ค๋10ค้,1
,Really disappointing,https://www.imdb.com/review/rw5150250/?ref_=tt_urv,"There were some beautiful color choices and effects, but the plot overall was super flat. The pacing was all over the place and I really felt very little connection to these characters. The trailers really made it seem like it could've been something great and it just didn't follow through.",29-Sep-19,Wizinator,https://www.imdb.com/user/ur56948422/?ref_=tt_urv,10ค๋6ค้,1
,Voice doesn't fit,https://www.imdb.com/review/rw5113978/?ref_=tt_urv,I love Chloe Bennett as an actress but her voice did not fit the character at all. It sounded really weird.,11-Sep-19,wilson-michael24,https://www.imdb.com/user/ur35422098/?ref_=tt_urv,10ค๋6ค้,1
,"Pleasantly surprised, really liked it!",https://www.imdb.com/review/rw5200772/?ref_=tt_urv,"Forget about political disputes, this is a fantasy film, made to entertain. And Entertain it does. The baddies really bad, many obvious cliches, very emotional that makes you cry, twists and turns, and yes, travel China in a couple of scenes, made me want to go see China surprisingly!
All in for a successful childrens movie recipe. I don't really understand people who want to see a fictional story describe reality. If you want a documentary, go see one. This is a fantasy story made for children! And well recommended!
I went in with very low expectations, maybe a 5 or 6 movie, but I give it 8, as it made me follow all scenes interested in what would happen. Like all good movies, I felt sad that the ""magic"" was over.",20-Oct-19,Tina_V,https://www.imdb.com/user/ur13808106/?ref_=tt_urv,10ค๋8ค้,1
,"A wonderful, magical experience",https://www.imdb.com/review/rw5198998/?ref_=tt_urv,"Fantastic animation and an emotional journey, as long as you aren't offended by fictional maps",19-Oct-19,sophiejanecunningham,https://www.imdb.com/user/ur71663244/?ref_=tt_urv,10ค๋9ค้,1
,Wonderful and hilarious,https://www.imdb.com/review/rw5186647/?ref_=tt_urv,"I took my 15, 16, and almost 19 yr old to watch this movie and had to say, it surprised us all. Had the whole audience entertained and when it comes out on DVD, I'm gonna buy it.",14-Oct-19,candyreaves,https://www.imdb.com/user/ur108674449/?ref_=tt_urv,10ค๋10ค้,1
,I love it,https://www.imdb.com/review/rw5173608/?ref_=tt_urv,"It's good I hope Everyone Can see it if not get it on DVD Because It Cute,Funny & frightening little bit",9-Oct-19,bakerboy-95721,https://www.imdb.com/user/ur77831000/?ref_=tt_urv,10ค๋10ค้,1
,Best cartoon ...,https://www.imdb.com/review/rw5172220/?ref_=tt_urv,This is the best cartoon i ever watch... I really love it... ouw make me want travel to China...love..love... love...,8-Oct-19,diana_yellow,https://www.imdb.com/user/ur100897072/?ref_=tt_urv,10ค๋10ค้,1
,Terrific animation with a terrible story made by a 10 year old,https://www.imdb.com/review/rw5149532/?ref_=tt_urv,"Abominable is justa meh movie to spend your time, and let the kids be amazed at the technical wonder going there. Yet, the film fails terribly to convey a sense of profundity in a story, it's basically mere technicism and cgi.
The music is often repetitive (although the beginning the instrumental music is surprisingly good), the mainstream philosophy of following your dreams doesn't need to be seen again, not again. The yeti guy was just too humane and mixed with the realism of the animation, seemed often creepy, like you need him to act like a wild animal just a little bit more. The story lacked imagination, it felt plain and boring, nothing new really.
The beginning looked like it could have had potential as a story for children to be amazed and adults to actually think and reflect on a profound topic, but every time any opportunity was building up for this, it became just too superficial for anything profound to happen, sometimes maybe too many jokes and dreamy scenes, yeah, we get it, but that's just too cloying.
Neither of the personages were developed enough more than just ""uhh I feel bad for a big yeti, uhh I feel bad for a broken violin, uhhh I have superpowers and I'm amazing, uhhh a big animal can magically sing""
In conclusion, I wouldn't bother with a movie with no real essence or core, that seemed that were just copying a Disney movie with a happy ending, and just adding beautiful effects to it. There was a potential of a good idea, but was poorly developed after, and even felt rushed",29-Sep-19,versionesislas,https://www.imdb.com/user/ur107769833/?ref_=tt_urv,10ค๋5ค้,1
,Magical!!,https://www.imdb.com/review/rw5144983/?ref_=tt_urv,"Wow! I almost cried. That was a good story and that was some good animation, both were creative and push the limit. I have to admit, one of the factors that I did enjoy about the movie is how non-white it was, it did add some uniqueness that the characters were different than what I'm use to. Overall, this was an amazing animation feature that pulls all the right heart strings. Fantastic!",27-Sep-19,subxerogravity,https://www.imdb.com/user/ur59627333/?ref_=tt_urv,10ค๋8ค้,1
,Fantastic family entertainer.,https://www.imdb.com/review/rw5159832/?ref_=tt_urv,"Watched this movie last week without knowing this is originated from China. It's a full fledged Hollywood material. From the story line, characterization, music , everything is awesome. Kids will love it and elders too!!!",4-Oct-19,manmadan-1,https://www.imdb.com/user/ur13575596/?ref_=tt_urv,10ค๋8ค้,1
,abominable,https://www.imdb.com/review/rw5156556/?ref_=tt_urv,It will be good time for kids not so much for adults,2-Oct-19,marmar-69780,https://www.imdb.com/user/ur94289145/?ref_=tt_urv,10ค๋5ค้,1
,Feel good movie,https://www.imdb.com/review/rw5148123/?ref_=tt_urv,"I think this movie touches alot on how kids are always moving so fast , and not slowing down to enjoy what surrounds them. Family!!!!??,28 September 2019""",ghostsell-77016,https://www.imdb.com/user/ur98116640/?ref_=tt_urv,10ค๋7ค้,1,
,An Enjoyable Watch,https://www.imdb.com/review/rw5147145/?ref_=tt_urv,"I saw ""Abominable"", starring the voices of Chloe Bennet-Daisy on Agents of S.H.I.E.L.D.-tv, Nashville_tv; Eddie Izzard-Hannibal_tv, Across the Universe and Sarah Paulson-The Goldfinch, Serenity. This is an animated comedy aimed at the younger crowd but can be enjoyed by the older patrons that are along chaperoning. Chloe plays a young girl that has recently lost her father and lives with her mother and grandmother. She likes to go up on the roof and play her violin to unwind-it was her father's and it brings good memories to her. One night, she discovers a Yeti hiding out on her roof and comes to find out that he has escaped from a rich collector, played by Eddie, and he wants him back. Sarah is Eddie's underling in charge of keeping the Yeti under control-she isn't doing a good job of it. Chloe decides to help the Yeti get back home to the Himalayan mountains and goes on an adventure that will change her life. The Yeti has magical powers that it uses whenever they get into tight situations, mostly from being pursued by Eddie's men. It was an enjoyable watch and I wasn't bored at all. It's rated ""PG"" for action and some mild rude humor and has a running time of 1 hour & 37 minutes. I don't think I would buy it on DVD unless I bought it for my grandkids, but it would be a good rental.",28-Sep-19,stevendbeard,https://www.imdb.com/user/ur2929860/?ref_=tt_urv,10ค๋7ค้,1
,Family Adventure,https://www.imdb.com/review/rw5185603/?ref_=tt_urv,"A Yeti escapes from a laboratory and hides on an apartment roof where a young girl discovers him.
It's a good adventure with some twists and enough humour for both children and adults. It's a story of friendship, questing and redemption. The violin playing is great, hopefully that will inspire a few children to take up music. Stay behind during the credits, there are some stills that tell a few jokes and complete the story.
I didn't get the studio association with 'How to Train Your Dragon' until afterwards but now I look at him the face of the Yeti is almost identical to that of Hiccup's pet dragon.
I liked, 'You darted Dave dude.'",13-Oct-19,Fudge-3,https://www.imdb.com/user/ur0283074/?ref_=tt_urv,10ค๋8ค้,1
,?? A MAGICAL UPLIFTING MOVIE??,https://www.imdb.com/review/rw5180467/?ref_=tt_urv,"A Lovable feel good movie for the entire family. As we have come to expect, DreamWorks once again shows us why they are the best in the animation business. From a child's point of view it has all the components that a child hopes for when they are young. As an adult, it is politically correct, makes you want to laugh, makes you wanna cry, and when you leave the theater it has been a very pleasurable experience that makes you feel good all over. A must see for 2019.",11-Oct-19,clarkishome,https://www.imdb.com/user/ur106003654/?ref_=tt_urv,10ค๋8ค้,1
,Smallfoot was better,https://www.imdb.com/review/rw5159736/?ref_=tt_urv,"Abominable isn't abominable. Any review you read calling it that is just using a cheap critic's gimmick (use a product's name against itself) to make their review seem cleverer than it is. Yes, even I have stooped to that level; I'm only human. However, it's just plain untrue here. Not that Abominable is good; it's not. It exists in that boring land between bad and good, a supremely mediocre / middle-of-the-road animated kid's adventure that never tries hard enough to make an impact either positive or negative. In other words, it's a fairly standard DreamWorks Animation picture. You know the story: a child with family issues befriends a mythical creature, and through their adventures they learn better how to live their lives. Abominable has all the familiarities of the sub-genre, with an especially unabashed similarity to E.T., with the girl learning to say goodbye to her absent father through her new friend. Unlike that classic or other more successful child-monster friendship films, the central relationship is entirely too rushed, with our furry friend constantly displaying convenient powers and abilities, making the movie have neither intrigue nor stakes. The animation is unremarkable, the humor is predictable; it's all just plain basic. Even its positives are fairly passive. Some cool design elements here, a few cute jokes there, minor surprise character reveals. Notably, when the movie slows down and allows the main girl to just play her violin, there's a quiet elegance missing from the rest of the movie. I wish it leaned into that tone a little more, but in our modern cinematic world of loud noises and bright colors, Abominable desperately tries to standout and ironically gets lost in the crowd.",4-Oct-19,matthewssilverhammer,https://www.imdb.com/user/ur19752191/?ref_=tt_urv,10ค๋5ค้,1
,"Tries hard, but doesn't quite get there",https://www.imdb.com/review/rw5174076/?ref_=tt_urv,"I watched this with my 3 kids over the school holidays and it is certainly passable entertainment. Firstly, it looks good. The quality of animation is terrific though somehow it's not visually spectacular - technically proficient but lacking in imagination. It's a shame, a field trip trip through China should provide great visuals, but overall it was a bit dull to look at.
The main failing however is the script. The plot is OK and is a good premise, but all the dialogue is dull and predictable. It's not particularly witty or funny. I found the main character quite engaging, but the script lets down the emotional wallop it was trying to create. It's clearly aiming for something meaningful, like Coco, but packs nowhere near that level of emotional wallop.
Despite it failings, it is efficinet enough entertainment, the kids will enjoy it, but it could have been a lot more.",9-Oct-19,craigdoolan,https://www.imdb.com/user/ur67311095/?ref_=tt_urv,10ค๋6ค้,1
,So loved it!,https://www.imdb.com/review/rw5210704/?ref_=tt_urv,"The characters, the story, the music, the colours, the landscapes, the gun, the sadness, the love... I just so loved it!",24-Oct-19,aan_ke,https://www.imdb.com/user/ur65885013/?ref_=tt_urv,10ค๋9ค้,1
,Good kids film,https://www.imdb.com/review/rw5206100/?ref_=tt_urv,Ignoring the controversy surrounding the map allowing for this to be an error rather than purposeful this was an extremely enjoyable and charming kids film with enough to keep us adults more than content and engaged throughout also. Well worth the watch.,22-Oct-19,muamba_eats_toast,https://www.imdb.com/user/ur78018459/?ref_=tt_urv,10ค๋7ค้,1
,Nice movie about goodness,https://www.imdb.com/review/rw5203724/?ref_=tt_urv,The movie is suitable for children and adults. It learns about relationships and open mind towards others. Really need more such kinds of movies.,21-Oct-19,eduardruvinsky,https://www.imdb.com/user/ur70462974/?ref_=tt_urv,10ค๋9ค้,1
,A Surprising Win for Dreamworks,https://www.imdb.com/review/rw5202055/?ref_=tt_urv,"In the age of the blockbuster and the only films that succeed are IP based, Abominable may end up losing money for Dreamworks, but it's more than worth the price of admission and a sweet film for the entire family. A lovely soundtrack, gorgeous animation, and a direction that doesn't blatantly cater towards the potty humor that some studios do (ahem...Illumination). I even nearly teared up towards the end of the film. A job well done overall.
8.2/10",20-Oct-19,ThomasDrufke,https://www.imdb.com/user/ur39517558/?ref_=tt_urv,10ค๋8ค้,1
,A simple nice story,https://www.imdb.com/review/rw5186759/?ref_=tt_urv,"I didn't expect much from the movie. I didn't even know it's showing in the theater until this Sunday. However this movie was a huge, nice surprise. It's been a long time since I can just relax and laugh and be really involved with the movie. Abominable is another movie that you can predict the end yet you still want to watch every moment. The sceneries are simply amazing. Some of locations from the movie are now added to my travel list. The storyline is predictable but touching. (I did tried hard to hold my tears.) Also, as a person who has lived in China for years, I can see the hard work the team has put into the movie. Just so many vivid Chinese elements and details are included in this movie. I'm really glad that I actually went to see Abomiable. I went with my family. My grandma loved it, so am I as a teenager. I'm sure this movie is a great family fun. (As I can deduce from the constant giggles I heard from the kids sat behind me in the theater) :)",14-Oct-19,lu-22100,https://www.imdb.com/user/ur108771286/?ref_=tt_urv,10ค๋10ค้,1
,Loved It,https://www.imdb.com/review/rw5175739/?ref_=tt_urv,"This was so good! Beautifully done, thanks for making this",10-Oct-19,shanksrajendran,https://www.imdb.com/user/ur50669337/?ref_=tt_urv,10ค๋10ค้,1
,A warm family adventure,https://www.imdb.com/review/rw5141947/?ref_=tt_urv,"The somewhat recently by Universal Pictures acquired animation studio Dreamworks Animation, who we all know from box office and critical success franchises such as 'How To Train Your Dragon' and 'Shrek', is back with a new story that tries to win over young audiences with its cuteness-factor and older audiences with its more grown up message. But do these two work well together, in this collaboration with Shanghai-based production company Pearl Studio?
Abominable tells the story of a yeti, who has been captured by a wealthy explorer and his team of scientists. When the yeti breaks out of tycoon Burnish's (Eddie Izzard) secret laboratory, he ends up hiding on the roof of an apartment complex. Yi (Chloe Bennet) lives with her mother (Michelle Wong) and Nai Nai (Tsai Chin), but is barely home. She escapes the daily nagging of the women who put food on the table, by secretly walking neighbours dogs and taking out the trash of surrounding small businesses for a little bit of cash. Yi is saving for a trip around China, something she's always wanted to do with her father, until he passed away. When Yi comes home late at night, she usually escapes to her little lit up fort made out of blankets and crates, on the roof of the building she lives in. Here she finds comfort and solace, burying the noise of the busy streets of China, with the masterful melodic sounds of her violin. But this evening, she'll meet Everest the yeti (named after his home, Mount Everest), wounded and scared of everything human. It's up to Yi and her neighbours - cousins Peng (Albert Tsai) and Yin (Tenzing Norgay Trainor) - to help Everest cross China, through deserts and mountains, to find his way back home.
Dreamworks/Pearl Studio's newest vehicle has a bit of a slow start. The animation doesn't look too refreshing and some of the dialogue and voice work is a bit stiff. That's only because Dreamworks has made some great animated classics, and of course adults are going to compare. But are children doing the same? I think children will love the fluffy yeti, who acts like a child, because that's what he is. When we finally see Everest and the gang of kids escape the city to embark on an epic adventure, this is where the film won me over. The authentic scenery and magical tricks of Everest, make Abominable a film worth seeing.
The story tackles grief. Yi is clearly struggling with the death of her father, and the way she goes through some stages of it, is done in a very subtle and simple way, even the smallest of children can understand. It goes without saying, combined with the adorable yeti and a friendship that only becomes stronger, a few tears were shed in the second half of the film. A nighttime scene, in which our group of friends cuddle up under a by-fireflies-lit-up-tree, is one of the most wonderfully beautiful scenes I've seen in an animated film in a very long time.
Abominable slowly builds up, but becomes an unstoppable warm family adventure, that takes you on a dandelion flight through the mountains of Huang Shan and on a cloud coy fish ride over the Yunnan Province to fully captivate the magic of this grounded tale of grief and friendship.",25-Sep-19,eelen-seth,https://www.imdb.com/user/ur21869650/?ref_=tt_urv,10ค๋7ค้,1
,Film Reactiviews,https://www.imdb.com/review/rw5186022/?ref_=tt_urv,"ABOMINABLE Release date Sept. 27,2019 Audience reactions at the World Premiere: ??????????????????????(11 laughs) ?ข(1 cry) ??touching moment & audible ""Awww"" from crowd! ?ถmoving musical moment Abominable (Jill Culton) takes the entire family on a heartwarming journey. Exhibiting diverse representation on screen, this film features a young Asian girl as the leading heroine. Abominable celebrates themes such as family, the power of music, and the importance of home. Combining heartfelt moments with a moving soundtrack, this animation provides humour intertwined with an epic, sweeping quest. The expansiveness of this film is best experienced on the big screen!",13-Oct-19,corriek-70448,https://www.imdb.com/user/ur85067989/?ref_=tt_urv,10ค๋8ค้,1
,Good but not great,https://www.imdb.com/review/rw5183329/?ref_=tt_urv,"Not bad but lacks the emotion how to train your dragon maintained through 3 movies,the producers missed a beat with this one",12-Oct-19,eminm02,https://www.imdb.com/user/ur44288212/?ref_=tt_urv,10ค๋7ค้,1
,A very average animated kids movie,https://www.imdb.com/review/rw5145331/?ref_=tt_urv,"This film has nothing really great or really bad to offer. If you want something special, skip it. The story structure is nothing new or particularly surprising. It has a lot of Asian actors which critics will undoubtedly enjoy for the sake of diversity. But ultimately apart from actually casting Asian voice actors it doesn't seem to really do anything more for China or Asian than the original Mulan.
Kids will certainly like this movie because they aren't as familiar with this repeated story structure as adults. Adults are unlikely to hate it, because it's wholesome, or find it to be a classic because it doesn't have many special components. It's hard to think of a more average and less risky-good or risky-bad family movie than this one.
A 6.5 out of 10 seems most fair for this one.",27-Sep-19,brianjohnson-20043,https://www.imdb.com/user/ur84655994/?ref_=tt_urv,10ค๋6ค้,1
,Good movie,https://www.imdb.com/review/rw5190977/?ref_=tt_urv,"Lol at people on IMDB getting mad about a map. The movie was good, see it.",16-Oct-19,jburch2004-966-842741,https://www.imdb.com/user/ur51856668/?ref_=tt_urv,10ค๋9ค้,1
,"Hilarious, sweet, exciting and sad",https://www.imdb.com/review/rw5185698/?ref_=tt_urv,"Absolutely brilliant film. Best animated movie I've seen in years. The characters are fantastic, the visuals are stunning, the snakes are HILARIOUS. Also it was exciting and interesting without being scary, a massive plus given that so many family films barely seem appropriate for kids. I went with my 5 and 7 year old and all of us loved it.",13-Oct-19,annahitadlm,https://www.imdb.com/user/ur75548679/?ref_=tt_urv,10ค๋10ค้,1
,Abominable is great.,https://www.imdb.com/review/rw5184197/?ref_=tt_urv,"Abominable is a wonderful, adorable, funny, and magical movie!!! The animation is really well done, the cast is good, and the story is really good as well!!! A nice movie from DreamWorks!!!",13-Oct-19,ausarisox,https://www.imdb.com/user/ur82053067/?ref_=tt_urv,10ค๋10ค้,1
,Unexpectedly good movie,https://www.imdb.com/review/rw5184021/?ref_=tt_urv,Went and saw this as the gf's pick and it was a stupidly cute movie,13-Oct-19,aaronlassen,https://www.imdb.com/user/ur23603484/?ref_=tt_urv,10ค๋8ค้,1
,Simply beautiful! Profound! Must be seen for the scenery and the thrilling ride,https://www.imdb.com/review/rw5180376/?ref_=tt_urv,"Did you like the How to Train Your Dragon, then you will love this. There is bigger profound message inside the movie. Getting through bereavement, choosing to be at self proclaimed Loner and relationship dynamics are some of the messages at play. Well done writer /director. Loved it",11-Oct-19,thebestjamesbond-820-322340,https://www.imdb.com/user/ur23729172/?ref_=tt_urv,10ค๋10ค้,1
,Great Cartoon For All The Family,https://www.imdb.com/review/rw5190047/?ref_=tt_urv,"Abominable
I really enjoyed this cartoon, strong story, strong characters and great visuals.
There was nothing new here but it was very entertaining.",15-Oct-19,martimusross,https://www.imdb.com/user/ur12048299/?ref_=tt_urv,10ค๋6ค้,1
,An enjoyable feel good movie for all ages,https://www.imdb.com/review/rw5179898/?ref_=tt_urv,"I had no idea what to expect from this film but I was pleasantly surprised, it was a pleasant watch even for an adult. The plot isn't too involved but it's still a reasonable story.
The plot rattles along at a decent pace and there is plenty enough action with a few twists. I liked the small insights into what China has to offer as well.
Although a decent film this won't be classed as an epic but it is definitely still worth a watch.",11-Oct-19,coombsstephen,https://www.imdb.com/user/ur97849810/?ref_=tt_urv,10ค๋7ค้,1
,A very entertaining fantasy adventure,https://www.imdb.com/review/rw5169126/?ref_=tt_urv,"The trailer for Abominable did not give away much, nor did it help in knowing what to expect. However, it is a brilliant fantasy adventure about a group of kids out to help a yeti called Everest return home. It also features the voice talents of Eddie Izzard (a very sympathetic character), and Sarah Paulson as Dr. Zara (coincidence). It also features the grandson of Tenzing Norgay as Jin. Without the fun trivia mentioned, Abominable is an entertaining fantasy adventure. It has some emotional moments and humor. The story is like different set pieces where the character faces a unique challenge along the way. It is interesting that they have a strong female protagonist, where the male characters serve as comic relief, or a pretty face. Chloe Bennet's Yi (the heroine), and Tenzing Norgay Trainor's Jin have character arcs, though Trainor's seemed forced. There are no deep philosophical questions to ponder in the movie, just pure visual delight and escapism. With 3D, you can experience magic with the characters, as you travel across China to the Himalayas. In short, it is a brilliant piece of family entertainment.",7-Oct-19,pal05052003,https://www.imdb.com/user/ur57728530/?ref_=tt_urv,10ค๋8ค้,1
